"lgID","tmID","name","arena"
"NBA","CLE","Cleveland Cavaliers","Coliseum at Richfield"
"NBA","DEN","Denver Nuggets","McNichols Sports Arena"
"NBA","DET","Detroit Pistons","Cobo Arena"
"NBA","GSW","Golden State Warriors","Oakland-Alameda County Coliseum Arena"
"NBA","HOU","Houston Rockets","The Summit"
"NBA","IND","Indiana Pacers","Market Square Arena"
"NBA","KCK","Kansas City Kings","Kemper Arena"
"NBA","LAL","Los Angeles Lakers","The Forum"
"NBA","MIL","Milwaukee Bucks","MECCA Arena"
"NBA","NJN","New Jersey Nets","Rutgers Athletic Center"
"NBA","NOJ","New Orleans Jazz","Louisiana Superdome"
"NBA","NYK","New York Knicks","Madison Square Garden (IV)"
"NBA","PHI","Philadelphia 76ers","The Spectrum"
"NBA","PHO","Phoenix Suns","Arizona Veterans Memorial Coliseum"
"NBA","POR","Portland Trail Blazers","Memorial Coliseum"
"NBA","SAS","San Antonio Spurs","HemisFair Arena"
"NBA","SEA","Seattle Supersonics","Seattle Center Coliseum"
"NBA","WSB","Washington Bullets","Capital Centre"
"NBA","ATL","Atlanta Hawks","Omni Coliseum"
"NBA","BOS","Boston Celtics","Boston Garden"
"NBA","CHI","Chicago Bulls","Chicago Stadium"
"NBA","CLE","Cleveland Cavaliers","Coliseum at Richfield"
"NBA","DEN","Denver Nuggets","McNichols Sports Arena"
"NBA","DET","Detroit Pistons","Pontiac Silverdome"
"NBA","GSW","Golden State Warriors","Oakland-Alameda County Coliseum Arena"
"NBA","HOU","Houston Rockets","The Summit"
"NBA","IND","Indiana Pacers","Market Square Arena"
"NBA","KCK","Kansas City Kings","Kemper Arena"
"NBA","LAL","Los Angeles Lakers","The Forum"
"NBA","MIL","Milwaukee Bucks","MECCA Arena"
"NBA","NJN","New Jersey Nets","Rutgers Athletic Center"
"NBA","NOJ","New Orleans Jazz","Louisiana Superdome"
"NBA","NYK","New York Knicks","Madison Square Garden (IV)"
"NBA","PHI","Philadelphia 76ers","The Spectrum"
"NBA","PHO","Phoenix Suns","Arizona Veterans Memorial Coliseum"
"NBA","POR","Portland Trail Blazers","Memorial Coliseum"
"NBA","SAS","San Antonio Spurs","HemisFair Arena"
"NBA","SDC","San Diego Clippers","San Diego Sports Arena"
"NBA","SEA","Seattle Supersonics","King County Domed Stadium"
"NBA","WSB","Washington Bullets","Capital Centre"
"NBA","ATL","Atlanta Hawks","Omni Coliseum"
"NBA","BOS","Boston Celtics","Boston Garden"
"NBA","CHI","Chicago Bulls","Chicago Stadium"
"NBA","CLE","Cleveland Cavaliers","Coliseum at Richfield"
"NBA","DEN","Denver Nuggets","McNichols Sports Arena"
"NBA","DET","Detroit Pistons","Pontiac Silverdome"
"NBA","GSW","Golden State Warriors","Oakland-Alameda County Coliseum Arena"
"NBA","HOU","Houston Rockets","The Summit"
"NBA","IND","Indiana Pacers","Market Square Arena"
"NBA","KCK","Kansas City Kings","Kemper Arena"
"NBA","LAL","Los Angeles Lakers","The Forum"
"NBA","MIL","Milwaukee Bucks","MECCA Arena"
"NBA","NJN","New Jersey Nets","Rutgers Athletic Center"
"NBA","NYK","New York Knicks","Madison Square Garden (IV)"
"NBA","PHI","Philadelphia 76ers","The Spectrum"
"NBA","PHO","Phoenix Suns","Arizona Veterans Memorial Coliseum"
"NBA","POR","Portland Trail Blazers","Memorial Coliseum"
"NBA","SAS","San Antonio Spurs","HemisFair Arena"
"NBA","SDC","San Diego Clippers","San Diego Sports Arena"
"NBA","SEA","Seattle Supersonics","King County Domed Stadium"
"NBA","UTA","Utah Jazz","Salt Palace"
"NBA","WSB","Washington Bullets","Capital Centre"
"NBA","ATL","Atlanta Hawks","Omni Coliseum"
"NBA","BOS","Boston Celtics","Boston Garden"
"NBA","CHI","Chicago Bulls","Chicago Stadium"
"NBA","CLE","Cleveland Cavaliers","Coliseum at Richfield"
"NBA","DAL","Dallas Mavericks","Reunion Arena"
"NBA","DEN","Denver Nuggets","McNichols Sports Arena"
"NBA","DET","Detroit Pistons","Pontiac Silverdome"
"NBA","GSW","Golden State Warriors","Oakland-Alameda County Coliseum Arena"
"NBA","HOU","Houston Rockets","The Summit"
"NBA","IND","Indiana Pacers","Market Square Arena"
"NBA","KCK","Kansas City Kings","Kemper Arena"
"NBA","LAL","Los Angeles Lakers","The Forum"
"NBA","MIL","Milwaukee Bucks","MECCA Arena"
"NBA","NJN","New Jersey Nets","Rutgers Athletic Center"
"NBA","NYK","New York Knicks","Madison Square Garden (IV)"
"NBA","PHI","Philadelphia 76ers","The Spectrum"
"NBA","PHO","Phoenix Suns","Arizona Veterans Memorial Coliseum"
"NBA","POR","Portland Trail Blazers","Memorial Coliseum"
"NBA","SAS","San Antonio Spurs","HemisFair Arena"
"NBA","SDC","San Diego Clippers","San Diego Sports Arena"
"NBA","SEA","Seattle Supersonics","King County Domed Stadium"
"NBA","UTA","Utah Jazz","Salt Palace"
"NBA","WSB","Washington Bullets","Capital Centre"
"NBA","ATL","Atlanta Hawks","Omni Coliseum"
"NBA","BOS","Boston Celtics","Boston Garden"
"NBA","CHI","Chicago Bulls","Chicago Stadium"
"NBA","CLE","Cleveland Cavaliers","Coliseum at Richfield"
"NBA","DAL","Dallas Mavericks","Reunion Arena"
"NBA","DEN","Denver Nuggets","McNichols Sports Arena"
"NBA","DET","Detroit Pistons","Pontiac Silverdome"
"NBA","GSW","Golden State Warriors","Oakland-Alameda County Coliseum Arena"
"NBA","HOU","Houston Rockets","The Summit"
"NBA","IND","Indiana Pacers","Market Square Arena"
"NBA","KCK","Kansas City Kings","Kemper Arena"
"NBA","LAL","Los Angeles Lakers","The Forum"
"NBA","MIL","Milwaukee Bucks","MECCA Arena"
"NBA","NJN","New Jersey Nets","Brendan Byrne Arena"
"NBA","NYK","New York Knicks","Madison Square Garden (IV)"
"NBA","PHI","Philadelphia 76ers","The Spectrum"
"NBA","PHO","Phoenix Suns","Arizona Veterans Memorial Coliseum"
"NBA","POR","Portland Trail Blazers","Memorial Coliseum"
"NBA","SAS","San Antonio Spurs","HemisFair Arena"
"NBA","SDC","San Diego Clippers","San Diego Sports Arena"
"NBA","SEA","Seattle Supersonics","King County Domed Stadium"
"NBA","UTA","Utah Jazz","Salt Palace"
"NBA","WSB","Washington Bullets","Capital Centre"
"NBA","ATL","Atlanta Hawks","Omni Coliseum"
"NBA","BOS","Boston Celtics","Boston Garden"
"NBA","CHI","Chicago Bulls","Chicago Stadium"
"NBA","CLE","Cleveland Cavaliers","Coliseum at Richfield"
"NBA","DAL","Dallas Mavericks","Reunion Arena"
"NBA","DEN","Denver Nuggets","McNichols Sports Arena"
"NBA","DET","Detroit Pistons","Pontiac Silverdome"
"NBA","GSW","Golden State Warriors","Oakland-Alameda County Coliseum Arena"
"NBA","HOU","Houston Rockets","The Summit"
"NBA","IND","Indiana Pacers","Market Square Arena"
"NBA","KCK","Kansas City Kings","Kemper Arena"
"NBA","LAL","Los Angeles Lakers","The Forum"
"NBA","MIL","Milwaukee Bucks","MECCA Arena"
"NBA","NJN","New Jersey Nets","Brendan Byrne Arena"
"NBA","NYK","New York Knicks","Madison Square Garden (IV)"
"NBA","PHI","Philadelphia 76ers","The Spectrum"
"NBA","PHO","Phoenix Suns","Arizona Veterans Memorial Coliseum"
"NBA","POR","Portland Trail Blazers","Memorial Coliseum"
"NBA","SAS","San Antonio Spurs","HemisFair Arena"
"NBA","SDC","San Diego Clippers","San Diego Sports Arena"
"NBA","SEA","Seattle Supersonics","King County Domed Stadium"
"NBA","UTA","Utah Jazz","Salt Palace"
"NBA","WSB","Washington Bullets","Capital Centre"
"NBA","ATL","Atlanta Hawks","Omni Coliseum"
"NBA","BOS","Boston Celtics","Boston Garden"
"NBA","CHI","Chicago Bulls","Chicago Stadium"
"NBA","CLE","Cleveland Cavaliers","Coliseum at Richfield"
"NBA","DAL","Dallas Mavericks","Reunion Arena"
"NBA","DEN","Denver Nuggets","McNichols Sports Arena"
"NBA","DET","Detroit Pistons","Pontiac Silverdome"
"NBA","GSW","Golden State Warriors","Oakland-Alameda County Coliseum Arena"
"NBA","HOU","Houston Rockets","The Summit"
"NBA","IND","Indiana Pacers","Market Square Arena"
"NBA","KCK","Kansas City Kings","Kemper Arena"
"NBA","LAL","Los Angeles Lakers","The Forum"
"NBA","MIL","Milwaukee Bucks","MECCA Arena"
"NBA","NJN","New Jersey Nets","Brendan Byrne Arena"
"NBA","NYK","New York Knicks","Madison Square Garden (IV)"
"NBA","PHI","Philadelphia 76ers","The Spectrum"
"NBA","PHO","Phoenix Suns","Arizona Veterans Memorial Coliseum"
"NBA","POR","Portland Trail Blazers","Memorial Coliseum"
"NBA","SAS","San Antonio Spurs","HemisFair Arena"
"NBA","SDC","San Diego Clippers","San Diego Sports Arena"
"NBA","SEA","Seattle Supersonics","King County Domed Stadium"
"NBA","UTA","Utah Jazz","Salt Palace"
"NBA","WSB","Washington Bullets","Capital Centre"
"NBA","ATL","Atlanta Hawks","Omni Coliseum"
"NBA","BOS","Boston Celtics","Boston Garden"
"NBA","CHI","Chicago Bulls","Chicago Stadium"
"NBA","CLE","Cleveland Cavaliers","Coliseum at Richfield"
"NBA","DAL","Dallas Mavericks","Reunion Arena"
"NBA","DEN","Denver Nuggets","McNichols Sports Arena"
"NBA","DET","Detroit Pistons","Pontiac Silverdome"
"NBA","GSW","Golden State Warriors","Oakland-Alameda County Coliseum Arena"
"NBA","HOU","Houston Rockets","The Summit"
"NBA","IND","Indiana Pacers","Market Square Arena"
"NBA","KCK","Kansas City Kings","Kemper Arena"
"NBA","LAC","Los Angeles Clippers","Los Angeles Memorial Sports Arena"
"NBA","LAL","Los Angeles Lakers","The Forum"
"NBA","MIL","Milwaukee Bucks","MECCA Arena"
"NBA","NJN","New Jersey Nets","Brendan Byrne Arena"
"NBA","NYK","New York Knicks","Madison Square Garden (IV)"
"NBA","PHI","Philadelphia 76ers","The Spectrum"
"NBA","PHO","Phoenix Suns","Arizona Veterans Memorial Coliseum"
"NBA","POR","Portland Trail Blazers","Memorial Coliseum"
"NBA","SAS","San Antonio Spurs","HemisFair Arena"
"NBA","SEA","Seattle Supersonics","King County Domed Stadium"
"NBA","UTA","Utah Jazz","Salt Palace"
"NBA","WSB","Washington Bullets","Capital Centre"
"NBA","ATL","Atlanta Hawks","Omni Coliseum"
"NBA","BOS","Boston Celtics","Boston Garden"
"NBA","CHI","Chicago Bulls","Chicago Stadium"
"NBA","CLE","Cleveland Cavaliers","Coliseum at Richfield"
"NBA","DAL","Dallas Mavericks","Reunion Arena"
"NBA","DEN","Denver Nuggets","McNichols Sports Arena"
"NBA","DET","Detroit Pistons","Pontiac Silverdome"
"NBA","GSW","Golden State Warriors","Oakland-Alameda County Coliseum Arena"
"NBA","HOU","Houston Rockets","The Summit"
"NBA","IND","Indiana Pacers","Market Square Arena"
"NBA","LAC","Los Angeles Clippers","Los Angeles Memorial Sports Arena"
"NBA","LAL","Los Angeles Lakers","The Forum"
"NBA","MIL","Milwaukee Bucks","MECCA Arena"
"NBA","NJN","New Jersey Nets","Brendan Byrne Arena"
"NBA","NYK","New York Knicks","Madison Square Garden (IV)"
"NBA","PHI","Philadelphia 76ers","The Spectrum"
"NBA","PHO","Phoenix Suns","Arizona Veterans Memorial Coliseum"
"NBA","POR","Portland Trail Blazers","Memorial Coliseum"
"NBA","SAC","Sacramento Kings","ARCO Arena (I)"
"NBA","SAS","San Antonio Spurs","HemisFair Arena"
"NBA","SEA","Seattle Supersonics","Seattle Center Coliseum"
"NBA","UTA","Utah Jazz","Salt Palace"
"NBA","WSB","Washington Bullets","Capital Centre"
"NBA","ATL","Atlanta Hawks","Omni Coliseum"
"NBA","BOS","Boston Celtics","Boston Garden"
"NBA","CHI","Chicago Bulls","Chicago Stadium"
"NBA","CLE","Cleveland Cavaliers","Coliseum at Richfield"
"NBA","DAL","Dallas Mavericks","Reunion Arena"
"NBA","DEN","Denver Nuggets","McNichols Sports Arena"
"NBA","DET","Detroit Pistons","Pontiac Silverdome"
"NBA","GSW","Golden State Warriors","Oakland-Alameda County Coliseum Arena"
"NBA","HOU","Houston Rockets","The Summit"
"NBA","IND","Indiana Pacers","Market Square Arena"
"NBA","LAC","Los Angeles Clippers","Los Angeles Memorial Sports Arena"
"NBA","LAL","Los Angeles Lakers","The Forum"
"NBA","MIL","Milwaukee Bucks","MECCA Arena"
"NBA","NJN","New Jersey Nets","Brendan Byrne Arena"
"NBA","NYK","New York Knicks","Madison Square Garden (IV)"
"NBA","PHI","Philadelphia 76ers","The Spectrum"
"NBA","PHO","Phoenix Suns","Arizona Veterans Memorial Coliseum"
"NBA","POR","Portland Trail Blazers","Memorial Coliseum"
"NBA","SAC","Sacramento Kings","ARCO Arena (I)"
"NBA","SAS","San Antonio Spurs","HemisFair Arena"
"NBA","SEA","Seattle Supersonics","Seattle Center Coliseum"
"NBA","UTA","Utah Jazz","Salt Palace"
"NBA","WSB","Washington Bullets","Capital Centre"
"NBA","ATL","Atlanta Hawks","Omni Coliseum"
"NBA","BOS","Boston Celtics","Boston Garden"
"NBA","CHI","Chicago Bulls","Chicago Stadium"
"NBA","CLE","Cleveland Cavaliers","Coliseum at Richfield"
"NBA","DAL","Dallas Mavericks","Reunion Arena"
"NBA","DEN","Denver Nuggets","McNichols Sports Arena"
"NBA","DET","Detroit Pistons","Pontiac Silverdome"
"NBA","GSW","Golden State Warriors","Oakland-Alameda County Coliseum Arena"
"NBA","HOU","Houston Rockets","The Summit"
"NBA","IND","Indiana Pacers","Market Square Arena"
"NBA","LAC","Los Angeles Clippers","Los Angeles Memorial Sports Arena"
"NBA","LAL","Los Angeles Lakers","The Forum"
"NBA","MIL","Milwaukee Bucks","MECCA Arena"
"NBA","NJN","New Jersey Nets","Brendan Byrne Arena"
"NBA","NYK","New York Knicks","Madison Square Garden (IV)"
"NBA","PHI","Philadelphia 76ers","The Spectrum"
"NBA","PHO","Phoenix Suns","Arizona Veterans Memorial Coliseum"
"NBA","POR","Portland Trail Blazers","Memorial Coliseum"
"NBA","SAC","Sacramento Kings","ARCO Arena (I)"
"NBA","SAS","San Antonio Spurs","HemisFair Arena"
"NBA","SEA","Seattle Supersonics","Seattle Center Coliseum"
"NBA","UTA","Utah Jazz","Salt Palace"
"NBA","WSB","Washington Bullets","Capital Centre"
"NBA","ATL","Atlanta Hawks","Omni Coliseum"
"NBA","BOS","Boston Celtics","Boston Garden"
"NBA","CHH","Charlotte Hornets","Charlotte Coliseum"
"NBA","CHI","Chicago Bulls","Chicago Stadium"
"NBA","CLE","Cleveland Cavaliers","Coliseum at Richfield"
"NBA","DAL","Dallas Mavericks","Reunion Arena"
"NBA","DEN","Denver Nuggets","McNichols Sports Arena"
"NBA","DET","Detroit Pistons","The Palace of Auburn Hills"
"NBA","GSW","Golden State Warriors","Oakland-Alameda County Coliseum Arena"
"NBA","HOU","Houston Rockets","The Summit"
"NBA","IND","Indiana Pacers","Market Square Arena"
"NBA","LAC","Los Angeles Clippers","Los Angeles Memorial Sports Arena"
"NBA","LAL","Los Angeles Lakers","Great Western Forum"
"NBA","MIA","Miami Heat","Miami Arena"
"NBA","MIL","Milwaukee Bucks","Bradley Center"
"NBA","NJN","New Jersey Nets","Brendan Byrne Arena"
"NBA","NYK","New York Knicks","Madison Square Garden (IV)"
"NBA","PHI","Philadelphia 76ers","The Spectrum"
"NBA","PHO","Phoenix Suns","Arizona Veterans Memorial Coliseum"
"NBA","POR","Portland Trail Blazers","Memorial Coliseum"
"NBA","SAC","Sacramento Kings","ARCO Arena (II)"
"NBA","SAS","San Antonio Spurs","HemisFair Arena"
"NBA","SEA","Seattle Supersonics","Seattle Center Coliseum"
"NBA","UTA","Utah Jazz","Salt Palace"
"NBA","WSB","Washington Bullets","Capital Centre"
"NBA","ATL","Atlanta Hawks","Omni Coliseum"
"NBA","BOS","Boston Celtics","Boston Garden"
"NBA","CHH","Charlotte Hornets","Charlotte Coliseum"
"NBA","CHI","Chicago Bulls","Chicago Stadium"
"NBA","CLE","Cleveland Cavaliers","Coliseum at Richfield"
"NBA","DAL","Dallas Mavericks","Reunion Arena"
"NBA","DEN","Denver Nuggets","McNichols Sports Arena"
"NBA","DET","Detroit Pistons","The Palace of Auburn Hills"
"NBA","GSW","Golden State Warriors","Oakland-Alameda County Coliseum Arena"
"NBA","HOU","Houston Rockets","The Summit"
"NBA","IND","Indiana Pacers","Market Square Arena"
"NBA","LAC","Los Angeles Clippers","Los Angeles Memorial Sports Arena"
"NBA","LAL","Los Angeles Lakers","Great Western Forum"
"NBA","MIA","Miami Heat","Miami Arena"
"NBA","MIL","Milwaukee Bucks","Bradley Center"
"NBA","MIN","Minnesota Timberwolves","Hubert H. Humphrey Metrodome"
"NBA","NJN","New Jersey Nets","Brendan Byrne Arena"
"NBA","NYK","New York Knicks","Madison Square Garden (IV)"
"NBA","ORL","Orlando Magic","Orlando Arena"
"NBA","PHI","Philadelphia 76ers","The Spectrum"
"NBA","PHO","Phoenix Suns","Arizona Veterans Memorial Coliseum"
"NBA","POR","Portland Trail Blazers","Memorial Coliseum"
"NBA","SAC","Sacramento Kings","ARCO Arena (II)"
"NBA","SAS","San Antonio Spurs","HemisFair Arena"
"NBA","SEA","Seattle Supersonics","Seattle Center Coliseum"
"NBA","UTA","Utah Jazz","Salt Palace"
"NBA","WSB","Washington Bullets","Capital Centre"
"NBA","ATL","Atlanta Hawks","Omni Coliseum"
"NBA","BOS","Boston Celtics","Boston Garden"
"NBA","CHH","Charlotte Hornets","Charlotte Coliseum"
"NBA","CHI","Chicago Bulls","Chicago Stadium"
"NBA","CLE","Cleveland Cavaliers","Coliseum at Richfield"
"NBA","DAL","Dallas Mavericks","Reunion Arena"
"NBA","DEN","Denver Nuggets","McNichols Sports Arena"
"NBA","DET","Detroit Pistons","The Palace of Auburn Hills"
"NBA","GSW","Golden State Warriors","Oakland-Alameda County Coliseum Arena"
"NBA","HOU","Houston Rockets","The Summit"
"NBA","IND","Indiana Pacers","Market Square Arena"
"NBA","LAC","Los Angeles Clippers","Los Angeles Memorial Sports Arena"
"NBA","LAL","Los Angeles Lakers","Great Western Forum"
"NBA","MIA","Miami Heat","Miami Arena"
"NBA","MIL","Milwaukee Bucks","Bradley Center"
"NBA","MIN","Minnesota Timberwolves","Target Center"
"NBA","NJN","New Jersey Nets","Brendan Byrne Arena"
"NBA","NYK","New York Knicks","Madison Square Garden (IV)"
"NBA","ORL","Orlando Magic","Orlando Arena"
"NBA","PHI","Philadelphia 76ers","The Spectrum"
"NBA","PHO","Phoenix Suns","Arizona Veterans Memorial Coliseum"
"NBA","POR","Portland Trail Blazers","Memorial Coliseum"
"NBA","SAC","Sacramento Kings","ARCO Arena (II)"
"NBA","SAS","San Antonio Spurs","HemisFair Arena"
"NBA","SEA","Seattle Supersonics","Seattle Center Coliseum"
"NBA","UTA","Utah Jazz","Salt Palace"
"NBA","WSB","Washington Bullets","Capital Centre"
"NBA","ATL","Atlanta Hawks","Omni Coliseum"
"NBA","BOS","Boston Celtics","Boston Garden"
"NBA","CHH","Charlotte Hornets","Charlotte Coliseum"
"NBA","CHI","Chicago Bulls","Chicago Stadium"
"NBA","CLE","Cleveland Cavaliers","Coliseum at Richfield"
"NBA","DAL","Dallas Mavericks","Reunion Arena"
"NBA","DEN","Denver Nuggets","McNichols Sports Arena"
"NBA","DET","Detroit Pistons","The Palace of Auburn Hills"
"NBA","GSW","Golden State Warriors","Oakland-Alameda County Coliseum Arena"
"NBA","HOU","Houston Rockets","The Summit"
"NBA","IND","Indiana Pacers","Market Square Arena"
"NBA","LAC","Los Angeles Clippers","Los Angeles Memorial Sports Arena"
"NBA","LAL","Los Angeles Lakers","Great Western Forum"
"NBA","MIA","Miami Heat","Miami Arena"
"NBA","MIL","Milwaukee Bucks","Bradley Center"
"NBA","MIN","Minnesota Timberwolves","Target Center"
"NBA","NJN","New Jersey Nets","Brendan Byrne Arena"
"NBA","NYK","New York Knicks","Madison Square Garden (IV)"
"NBA","ORL","Orlando Magic","Orlando Arena"
"NBA","PHI","Philadelphia 76ers","The Spectrum"
"NBA","PHO","Phoenix Suns","Arizona Veterans Memorial Coliseum"
"NBA","POR","Portland Trail Blazers","Memorial Coliseum"
"NBA","SAC","Sacramento Kings","ARCO Arena (II)"
"NBA","SAS","San Antonio Spurs","HemisFair Arena"
"NBA","SEA","Seattle Supersonics","Seattle Center Coliseum"
"NBA","UTA","Utah Jazz","Delta Center"
"NBA","WSB","Washington Bullets","Capital Centre"
"NBA","ATL","Atlanta Hawks","Omni Coliseum"
"NBA","BOS","Boston Celtics","Boston Garden"
"NBA","CHH","Charlotte Hornets","Charlotte Coliseum"
"NBA","CHI","Chicago Bulls","Chicago Stadium"
"NBA","CLE","Cleveland Cavaliers","Coliseum at Richfield"
"NBA","DAL","Dallas Mavericks","Reunion Arena"
"NBA","DEN","Denver Nuggets","McNichols Sports Arena"
"NBA","DET","Detroit Pistons","The Palace of Auburn Hills"
"NBA","GSW","Golden State Warriors","Oakland-Alameda County Coliseum Arena"
"NBA","HOU","Houston Rockets","The Summit"
"NBA","IND","Indiana Pacers","Market Square Arena"
"NBA","LAC","Los Angeles Clippers","Los Angeles Memorial Sports Arena"
"NBA","LAL","Los Angeles Lakers","Great Western Forum"
"NBA","MIA","Miami Heat","Miami Arena"
"NBA","MIL","Milwaukee Bucks","Bradley Center"
"NBA","MIN","Minnesota Timberwolves","Target Center"
"NBA","NJN","New Jersey Nets","Brendan Byrne Arena"
"NBA","NYK","New York Knicks","Madison Square Garden (IV)"
"NBA","ORL","Orlando Magic","Orlando Arena"
"NBA","PHI","Philadelphia 76ers","The Spectrum"
"NBA","PHO","Phoenix Suns","America West Arena"
"NBA","POR","Portland Trail Blazers","Memorial Coliseum"
"NBA","SAC","Sacramento Kings","ARCO Arena (II)"
"NBA","SAS","San Antonio Spurs","HemisFair Arena"
"NBA","SEA","Seattle Supersonics","Seattle Center Coliseum"
"NBA","UTA","Utah Jazz","Delta Center"
"NBA","WSB","Washington Bullets","Capital Centre"
"NBA","ATL","Atlanta Hawks","Omni Coliseum"
"NBA","BOS","Boston Celtics","Boston Garden"
"NBA","CHH","Charlotte Hornets","Charlotte Coliseum"
"NBA","CHI","Chicago Bulls","Chicago Stadium"
"NBA","CLE","Cleveland Cavaliers","Coliseum at Richfield"
"NBA","DAL","Dallas Mavericks","Reunion Arena"
"NBA","DEN","Denver Nuggets","McNichols Sports Arena"
"NBA","DET","Detroit Pistons","The Palace of Auburn Hills"
"NBA","GSW","Golden State Warriors","Oakland-Alameda County Coliseum Arena"
"NBA","HOU","Houston Rockets","The Summit"
"NBA","IND","Indiana Pacers","Market Square Arena"
"NBA","LAC","Los Angeles Clippers","Los Angeles Memorial Sports Arena"
"NBA","LAL","Los Angeles Lakers","Great Western Forum"
"NBA","MIA","Miami Heat","Miami Arena"
"NBA","MIL","Milwaukee Bucks","Bradley Center"
"NBA","MIN","Minnesota Timberwolves","Target Center"
"NBA","NJN","New Jersey Nets","Brendan Byrne Arena"
"NBA","NYK","New York Knicks","Madison Square Garden (IV)"
"NBA","ORL","Orlando Magic","Orlando Arena"
"NBA","PHI","Philadelphia 76ers","The Spectrum"
"NBA","PHO","Phoenix Suns","America West Arena"
"NBA","POR","Portland Trail Blazers","Memorial Coliseum"
"NBA","SAC","Sacramento Kings","ARCO Arena (II)"
"NBA","SAS","San Antonio Spurs","Alamodome"
"NBA","SEA","Seattle Supersonics","Seattle Center Coliseum"
"NBA","UTA","Utah Jazz","Delta Center"
"NBA","WSB","Washington Bullets","US Airways Arena"
"NBA","ATL","Atlanta Hawks","Omni Coliseum"
"NBA","BOS","Boston Celtics","Boston Garden"
"NBA","CHH","Charlotte Hornets","Charlotte Coliseum"
"NBA","CHI","Chicago Bulls","United Center"
"NBA","CLE","Cleveland Cavaliers","Gund Arena"
"NBA","DAL","Dallas Mavericks","Reunion Arena"
"NBA","DEN","Denver Nuggets","McNichols Sports Arena"
"NBA","DET","Detroit Pistons","The Palace of Auburn Hills"
"NBA","GSW","Golden State Warriors","Oakland-Alameda County Coliseum Arena"
"NBA","HOU","Houston Rockets","The Summit"
"NBA","IND","Indiana Pacers","Market Square Arena"
"NBA","LAC","Los Angeles Clippers","Los Angeles Memorial Sports Arena"
"NBA","LAL","Los Angeles Lakers","Great Western Forum"
"NBA","MIA","Miami Heat","Miami Arena"
"NBA","MIL","Milwaukee Bucks","Bradley Center"
"NBA","MIN","Minnesota Timberwolves","Target Center"
"NBA","NJN","New Jersey Nets","Brendan Byrne Arena"
"NBA","NYK","New York Knicks","Madison Square Garden (IV)"
"NBA","ORL","Orlando Magic","Orlando Arena"
"NBA","PHI","Philadelphia 76ers","CoreStates Spectrum"
"NBA","PHO","Phoenix Suns","America West Arena"
"NBA","POR","Portland Trail Blazers","Memorial Coliseum"
"NBA","SAC","Sacramento Kings","ARCO Arena (II)"
"NBA","SAS","San Antonio Spurs","Alamodome"
"NBA","SEA","Seattle Supersonics","Tacoma Dome"
"NBA","UTA","Utah Jazz","Delta Center"
"NBA","WSB","Washington Bullets","US Airways Arena"
"NBA","ATL","Atlanta Hawks","Omni Coliseum"
"NBA","BOS","Boston Celtics","FleetCenter"
"NBA","CHH","Charlotte Hornets","Charlotte Coliseum"
"NBA","CHI","Chicago Bulls","United Center"
"NBA","CLE","Cleveland Cavaliers","Gund Arena"
"NBA","DAL","Dallas Mavericks","Reunion Arena"
"NBA","DEN","Denver Nuggets","McNichols Sports Arena"
"NBA","DET","Detroit Pistons","The Palace of Auburn Hills"
"NBA","GSW","Golden State Warriors","Oakland-Alameda County Coliseum Arena"
"NBA","HOU","Houston Rockets","The Summit"
"NBA","IND","Indiana Pacers","Market Square Arena"
"NBA","LAC","Los Angeles Clippers","Los Angeles Memorial Sports Arena"
"NBA","LAL","Los Angeles Lakers","Great Western Forum"
"NBA","MIA","Miami Heat","Miami Arena"
"NBA","MIL","Milwaukee Bucks","Bradley Center"
"NBA","MIN","Minnesota Timberwolves","Target Center"
"NBA","NJN","New Jersey Nets","Brendan Byrne Arena"
"NBA","NYK","New York Knicks","Madison Square Garden (IV)"
"NBA","ORL","Orlando Magic","Orlando Arena"
"NBA","PHI","Philadelphia 76ers","CoreStates Spectrum"
"NBA","PHO","Phoenix Suns","America West Arena"
"NBA","POR","Portland Trail Blazers","Rose Garden Arena"
"NBA","SAC","Sacramento Kings","ARCO Arena (II)"
"NBA","SAS","San Antonio Spurs","Alamodome"
"NBA","SEA","Seattle Supersonics","KeyArena at Seattle Center"
"NBA","TOR","Toronto Raptors","SkyDome"
"NBA","UTA","Utah Jazz","Delta Center"
"NBA","VAN","Vancouver Grizzlies","General Motors Place"
"NBA","WSB","Washington Bullets","US Airways Arena"
"NBA","ATL","Atlanta Hawks","Omni Coliseum"
"NBA","BOS","Boston Celtics","FleetCenter"
"NBA","CHH","Charlotte Hornets","Charlotte Coliseum"
"NBA","CHI","Chicago Bulls","United Center"
"NBA","CLE","Cleveland Cavaliers","Gund Arena"
"NBA","DAL","Dallas Mavericks","Reunion Arena"
"NBA","DEN","Denver Nuggets","McNichols Sports Arena"
"NBA","DET","Detroit Pistons","The Palace of Auburn Hills"
"NBA","GSW","Golden State Warriors","San Jose Arena"
"NBA","HOU","Houston Rockets","The Summit"
"NBA","IND","Indiana Pacers","Market Square Arena"
"NBA","LAC","Los Angeles Clippers","Los Angeles Memorial Sports Arena"
"NBA","LAL","Los Angeles Lakers","Great Western Forum"
"NBA","MIA","Miami Heat","Miami Arena"
"NBA","MIL","Milwaukee Bucks","Bradley Center"
"NBA","MIN","Minnesota Timberwolves","Target Center"
"NBA","NJN","New Jersey Nets","Continental Airlines Arena"
"NBA","NYK","New York Knicks","Madison Square Garden (IV)"
